timestamp,open,high,low,close,volume
2025-07-30 18:30:00,634.4600,639.1800,634.4600,639.0900,809969
2025-07-30 18:15:00,638.3200,638.6800,634.4600,638.4000,73271
2025-07-30 18:00:00,638.3600,638.5500,637.8400,638.3407,121853
2025-07-30 17:45:00,637.9000,638.6805,634.2700,638.3900,587499
2025-07-30 17:30:00,637.6450,638.1300,637.4000,637.9700,84104
2025-07-30 17:15:00,637.3022,637.8000,634.4600,637.4000,115311
2025-07-30 17:00:00,637.2410,637.4500,637.2000,637.3200,57850
2025-07-30 16:45:00,637.2200,652.8542,635.0602,637.2780,534148
2025-07-30 16:30:00,637.4200,637.5200,637.1200,637.2350,501053
2025-07-30 16:15:00,637.8700,638.1300,634.4600,637.4099,465429
2025-07-30 16:00:00,634.5000,638.1700,621.3900,637.8795,8860947
2025-07-30 15:45:00,631.8800,634.6350,631.8750,634.4900,9318018
2025-07-30 15:30:00,632.0900,632.8400,631.6100,631.8800,5450375
2025-07-30 15:15:00,633.3600,633.6000,631.6200,632.0893,4386060
2025-07-30 15:00:00,632.8300,633.9900,631.5400,633.3600,9024285
2025-07-30 14:45:00,636.3900,636.7200,632.5900,632.8400,6036636
2025-07-30 14:30:00,636.7700,637.6800,635.5170,636.3700,4318485
2025-07-30 14:15:00,636.3301,636.8300,636.1300,636.7700,1241929
2025-07-30 14:00:00,636.7050,637.1100,636.0100,636.3400,2112120
2025-07-30 13:45:00,636.8850,636.8850,636.4250,636.6600,1163399
2025-07-30 13:30:00,636.2200,636.9500,636.1150,636.8800,2085518
2025-07-30 13:15:00,636.3100,636.3950,636.1450,636.2100,656589
2025-07-30 13:00:00,636.4700,636.6600,636.2507,636.3100,859808
2025-07-30 12:45:00,636.3600,636.6299,636.3050,636.4600,846099
2025-07-30 12:30:00,636.5800,636.6500,636.2400,636.3600,997298
2025-07-30 12:15:00,636.2700,636.7200,636.2467,636.5800,1746920
2025-07-30 12:00:00,636.1600,636.3200,635.9900,636.2750,1176937
2025-07-30 11:45:00,635.6600,636.1750,635.5300,636.1750,1068910
2025-07-30 11:30:00,635.3200,635.7200,635.0900,635.6647,1036877
2025-07-30 11:15:00,635.1600,635.6800,635.0000,635.3150,1723326
2025-07-30 11:00:00,636.2300,636.3600,635.0950,635.1550,1813291
2025-07-30 10:45:00,636.4900,636.6250,636.1950,636.2400,2015068
2025-07-30 10:30:00,636.3200,636.8200,636.3200,636.4852,1356914
2025-07-30 10:15:00,635.7100,636.6650,635.6850,636.3300,1881556
2025-07-30 10:00:00,635.7350,635.8400,635.3900,635.7047,1300771
2025-07-30 09:45:00,636.0100,636.2300,635.3100,635.7350,2392267
2025-07-30 09:30:00,635.9200,636.0500,635.2900,636.0200,2945814
2025-07-30 09:15:00,635.7400,636.1000,635.6900,635.9600,91743
2025-07-30 09:00:00,635.8400,635.9000,635.5100,635.7400,139135
2025-07-30 08:45:00,635.9800,636.1300,635.8240,635.8600,73971
2025-07-30 08:30:00,635.8700,636.3700,635.5000,636.0100,189119
2025-07-30 08:15:00,635.8900,636.2400,635.6500,635.7950,86073
2025-07-30 08:00:00,636.1288,636.4410,635.2600,635.9400,137962
2025-07-30 07:45:00,636.1200,636.5000,636.1200,636.1700,95334
2025-07-30 07:30:00,636.2100,636.3500,636.0100,636.1600,52260
2025-07-30 07:15:00,636.0900,636.2900,636.0000,636.2000,29107
2025-07-30 07:00:00,636.1600,636.2800,636.0300,636.0700,67192
2025-07-30 06:45:00,636.0500,636.1400,635.9600,636.1400,5408
2025-07-30 06:30:00,635.9900,636.0900,635.9300,636.0600,5526
2025-07-30 06:15:00,636.0400,636.1400,635.9000,636.0000,2262
2025-07-30 06:00:00,636.0000,636.1000,635.8800,636.0300,13016
2025-07-30 05:45:00,635.6100,635.9900,635.6000,635.9800,3777
2025-07-30 05:30:00,635.8200,635.8200,635.5900,635.6600,1254
2025-07-30 05:15:00,635.8600,636.0400,635.7300,635.7900,3041
2025-07-30 05:00:00,635.7800,635.8700,635.6500,635.8500,11828
2025-07-30 04:45:00,635.7600,635.8300,635.6400,635.7500,1937
2025-07-30 04:30:00,635.5900,635.7900,635.2900,635.7600,6208
2025-07-30 04:15:00,635.9900,635.9900,635.5900,635.6300,5654
2025-07-30 04:00:00,635.5200,636.3000,635.5200,635.9600,11468
2025-07-29 20:00:00,635.2600,635.2600,635.2600,635.2600,1039119
2025-07-29 19:45:00,635.4300,635.4600,635.2300,635.4400,11387
2025-07-29 19:30:00,635.4400,635.6000,635.4301,635.4550,6130
2025-07-29 19:15:00,635.4000,635.4900,635.3800,635.4600,3499
2025-07-29 19:00:00,635.4200,635.5000,635.3000,635.3600,3581
2025-07-29 18:45:00,635.2800,635.5000,635.2800,635.4200,8836
2025-07-29 18:30:00,635.2600,635.3200,635.1800,635.3100,1042806
2025-07-29 18:15:00,635.2000,635.3600,635.1700,635.2600,25452
2025-07-29 18:00:00,635.1300,635.4500,635.0600,635.2100,104719
2025-07-29 17:45:00,635.0200,635.1700,635.0000,635.1300,49826
2025-07-29 17:30:00,635.0250,635.0700,634.9500,635.0100,12124
2025-07-29 17:15:00,635.0100,635.0900,634.9500,635.0500,92540
2025-07-29 17:00:00,635.0200,635.2600,634.7300,635.0100,182283
2025-07-29 16:45:00,634.9300,635.0200,634.8801,635.0200,33409
2025-07-29 16:30:00,635.0100,635.0700,634.9000,634.9300,77730
2025-07-29 16:15:00,635.0400,636.9409,634.8700,635.0250,352394
2025-07-29 16:00:00,635.2250,636.9409,634.9500,635.0300,5506353
2025-07-29 15:45:00,634.7600,635.4000,634.7400,635.2400,8495737
2025-07-29 15:30:00,635.0700,635.2400,634.3350,634.7552,3278666
2025-07-29 15:15:00,635.5800,635.6050,635.0300,635.0600,2160865
2025-07-29 15:00:00,635.3200,635.6100,635.2500,635.5800,1502707
2025-07-29 14:45:00,635.6600,635.7400,635.2000,635.3400,1298186
2025-07-29 14:30:00,635.3150,635.8600,635.3099,635.6500,1242845
2025-07-29 14:15:00,635.4800,635.7400,635.1350,635.3200,1278954
2025-07-29 14:00:00,635.6000,635.7600,635.2900,635.4900,1548253
2025-07-29 13:45:00,635.2600,635.6600,634.9400,635.6100,1682284
2025-07-29 13:30:00,636.1750,636.3900,635.0300,635.2599,1738769
2025-07-29 13:15:00,636.4100,636.5600,636.0500,636.1800,1301789
2025-07-29 13:00:00,636.1900,636.5395,636.0900,636.4001,1566468
2025-07-29 12:45:00,635.7100,636.2250,635.5200,636.1900,1116368
2025-07-29 12:30:00,635.6620,635.8800,635.1000,635.7001,1480854
2025-07-29 12:15:00,635.6400,635.8200,635.4100,635.6600,1346649
2025-07-29 12:00:00,635.8800,636.0400,635.4900,635.6500,1526333
2025-07-29 11:45:00,635.1280,636.2100,635.1200,635.8850,2213547
2025-07-29 11:30:00,635.2900,635.7500,634.6900,635.1300,2307690
2025-07-29 11:15:00,636.3800,636.4200,635.1800,635.2900,2888451
2025-07-29 11:00:00,636.7200,637.0100,636.3200,636.3951,1954993
2025-07-29 10:45:00,637.2000,637.3300,636.5400,636.7400,2504030
2025-07-29 10:30:00,637.7500,637.8600,637.1750,637.2000,1625369
2025-07-29 10:15:00,637.8700,638.0350,637.3800,637.7600,1952215
2025-07-29 10:00:00,638.0000,638.0900,637.5952,637.8800,1697756
2025-07-29 09:45:00,638.0600,638.1750,637.2400,637.9300,2640499
2025-07-29 09:30:00,638.3500,638.6700,637.9300,638.0550,3229168
2025-07-29 09:15:00,638.1400,638.4200,593.0500,638.3700,94710
2025-07-29 09:00:00,638.1000,638.2500,637.9600,638.1350,65683
2025-07-29 08:45:00,638.3200,638.3200,636.9400,638.1100,70983
2025-07-29 08:30:00,638.2900,638.4700,638.2600,638.3000,54025
2025-07-29 08:15:00,638.4600,638.5400,638.2400,638.3200,51831
2025-07-29 08:00:00,638.4888,638.9100,636.9400,638.4900,59437
2025-07-29 07:45:00,638.4400,638.5600,638.3900,638.5300,26483
2025-07-29 07:30:00,638.4900,638.6000,638.2000,638.4600,31264
2025-07-29 07:15:00,638.6100,638.7000,638.4300,638.4900,10544
2025-07-29 07:00:00,638.6900,638.8900,638.5800,638.5900,46560
2025-07-29 06:45:00,638.7400,638.8000,638.6800,638.7100,5418
2025-07-29 06:30:00,638.6800,638.8000,638.6200,638.7300,19729
2025-07-29 06:15:00,638.6200,638.6900,638.5200,638.6800,4476
2025-07-29 06:00:00,638.6300,638.7600,638.5800,638.6300,8693
2025-07-29 05:45:00,638.4700,638.7400,638.3100,638.6500,26584
2025-07-29 05:30:00,638.4400,638.5600,638.4200,638.5000,3971
2025-07-29 05:15:00,638.5800,638.6500,638.2700,638.3900,5728
2025-07-29 05:00:00,638.3400,638.6100,638.3400,638.5700,8397
2025-07-29 04:45:00,638.4500,638.4600,638.2500,638.3300,25246
2025-07-29 04:30:00,638.5300,638.5400,638.4200,638.4600,6232
2025-07-29 04:15:00,638.5600,638.5800,638.4000,638.5400,5901
2025-07-29 04:00:00,638.4400,638.6100,637.5500,638.4900,24242
2025-07-28 20:00:00,636.9400,636.9400,636.9400,636.9400,810948
2025-07-28 19:45:00,637.3100,637.4000,637.2500,637.4000,6798
2025-07-28 19:30:00,637.3110,637.3600,637.2700,637.3300,3838
2025-07-28 19:15:00,637.2600,637.3300,637.2000,637.3200,14943
2025-07-28 19:00:00,637.4200,637.4700,637.2000,637.2500,4936
2025-07-28 18:45:00,637.2700,637.4600,637.2700,637.3900,8332
2025-07-28 18:30:00,636.9400,637.4100,636.9400,637.2900,817974
2025-07-28 18:15:00,637.3200,637.4667,637.2800,637.4099,9638
2025-07-28 18:00:00,637.0100,637.3200,637.0000,637.3005,22108
2025-07-28 17:45:00,637.0000,637.0500,636.9100,637.0200,5517
2025-07-28 17:30:00,636.9700,637.0500,636.9400,637.0000,8533
2025-07-28 17:15:00,636.9700,637.0100,636.9500,636.9850,6579
2025-07-28 17:00:00,637.0000,637.0100,636.8900,636.9800,109808
2025-07-28 16:45:00,637.0000,637.0800,636.9607,637.0100,32630
2025-07-28 16:30:00,637.0300,637.1500,636.9400,637.0150,99836
2025-07-28 16:15:00,636.9400,637.1200,636.8900,637.0001,982039
2025-07-28 16:00:00,636.9000,637.1300,636.7900,636.9300,6105368
2025-07-28 15:45:00,636.2500,637.0200,636.1300,636.9200,5610327
2025-07-28 15:30:00,636.0500,636.2600,635.8200,636.2400,3480272
2025-07-28 15:15:00,635.9600,636.1399,635.7600,636.0400,1693949
2025-07-28 15:00:00,636.0700,636.1100,635.6900,635.9588,1526212
2025-07-28 14:45:00,635.9950,636.2900,635.8800,636.0800,1701606
2025-07-28 14:30:00,636.0400,636.1300,635.8200,635.9950,1168468
2025-07-28 14:15:00,635.9900,636.1650,635.7100,636.0300,1523676
2025-07-28 14:00:00,636.1000,636.2300,635.5400,635.9900,2726573
2025-07-28 13:45:00,636.7300,636.7600,636.0650,636.1100,1151414
2025-07-28 13:30:00,636.3100,636.7399,636.3000,636.7100,771912
2025-07-28 13:15:00,636.9900,637.0100,636.1600,636.3200,1837043
2025-07-28 13:00:00,636.8896,637.1450,636.7900,636.9800,1037250
2025-07-28 12:45:00,637.1300,637.1300,636.7501,636.8850,1084051
2025-07-28 12:30:00,637.3950,637.4100,637.0800,637.1350,830469
2025-07-28 12:15:00,637.2750,637.6500,637.2200,637.4000,969075
2025-07-28 12:00:00,637.3800,637.4100,637.0450,637.2750,937516
2025-07-28 11:45:00,637.2850,637.5700,637.1600,637.3900,905307
2025-07-28 11:30:00,637.0700,637.3700,636.9800,637.2900,1146337
2025-07-28 11:15:00,637.3500,637.4793,636.3300,637.0700,2496296
2025-07-28 11:00:00,637.4400,637.5200,637.1935,637.3600,1483359
2025-07-28 10:45:00,637.8200,637.8450,637.2400,637.4353,1401382
2025-07-28 10:30:00,637.7400,637.8999,637.4000,637.8300,1648478
2025-07-28 10:15:00,637.9600,638.0400,637.3100,637.7350,1727214
2025-07-28 10:00:00,637.4400,637.9800,637.2700,637.9688,2693383
2025-07-28 09:45:00,637.3400,637.6900,637.1200,637.4500,2574550
2025-07-28 09:30:00,637.4800,637.8400,637.0800,637.3400,4339022
2025-07-28 09:15:00,637.7700,638.0100,637.4592,637.4700,280110
2025-07-28 09:00:00,638.5400,638.5400,637.6100,637.7700,205266
2025-07-28 08:45:00,638.5300,638.6300,637.1000,638.5000,88299
2025-07-28 08:30:00,638.3200,638.5500,627.5800,638.5200,95914
2025-07-28 08:15:00,638.0450,638.3900,637.1000,638.3100,104342
2025-07-28 08:00:00,638.3000,640.2800,637.1000,638.0600,184826
2025-07-28 07:45:00,638.2200,638.3300,638.0800,638.2400,36743
2025-07-28 07:30:00,638.1200,638.3500,638.1100,638.2400,18344
2025-07-28 07:15:00,638.3600,638.4000,638.1000,638.1400,32526
2025-07-28 07:00:00,638.1500,638.3800,638.0300,638.3600,51218
2025-07-28 06:45:00,638.2200,638.3500,638.0100,638.1900,22006
2025-07-28 06:30:00,638.5300,638.5700,638.2300,638.2500,19884
2025-07-28 06:15:00,638.7300,638.8500,638.4600,638.5800,9668
2025-07-28 06:00:00,638.6900,638.7800,638.6300,638.6800,16425
2025-07-28 05:45:00,638.8400,638.8900,638.6600,638.7300,12277
2025-07-28 05:30:00,638.9200,639.0200,638.8000,638.8400,6826
2025-07-28 05:15:00,639.0900,639.1700,638.7300,638.9000,9150
2025-07-28 05:00:00,639.0900,639.1800,639.0500,639.0800,8424
2025-07-28 04:45:00,639.1600,639.2200,639.0200,639.1000,23515
2025-07-28 04:30:00,639.1400,639.3000,639.0900,639.1700,12655
2025-07-28 04:15:00,639.1100,639.3300,639.0600,639.1300,19440
2025-07-28 04:00:00,638.5400,639.8800,638.5400,639.1200,26580
2025-07-25 20:00:00,637.1000,637.1000,637.1000,637.1000,1274520
2025-07-25 19:45:00,637.4250,637.5000,637.3800,637.4900,7266
2025-07-25 19:30:00,637.3900,637.4800,637.3100,637.4100,3528
2025-07-25 19:15:00,637.3800,637.4000,637.3000,637.3550,2552
2025-07-25 19:00:00,637.3100,637.3900,637.2700,637.3450,3754
2025-07-25 18:45:00,637.2700,637.3500,637.2600,637.3500,1455
2025-07-25 18:30:00,637.1000,637.3500,637.1000,637.3000,1276123
2025-07-25 18:15:00,637.2700,637.3500,637.2600,637.3500,5275
2025-07-25 18:00:00,637.3000,637.3250,637.1200,637.2700,13266
2025-07-25 17:45:00,637.1850,637.3000,637.0600,637.2800,33938
2025-07-25 17:30:00,637.1700,637.2300,637.1100,637.1850,9259
2025-07-25 17:15:00,637.1400,637.3000,637.0700,637.1700,32333
2025-07-25 17:00:00,637.2800,637.3000,620.8003,637.1100,109306
2025-07-25 16:45:00,637.2600,637.3846,620.8003,637.2500,75712
2025-07-25 16:30:00,637.0200,637.3600,637.0000,637.2500,341356
2025-07-25 16:15:00,637.0000,637.1000,634.3101,637.0600,559146
2025-07-25 16:00:00,637.0200,637.1000,634.3101,637.0000,7866457
2025-07-25 15:45:00,637.2800,637.4100,636.6250,637.0300,9508580
2025-07-25 15:30:00,637.3300,637.4900,637.2300,637.2800,2358669
2025-07-25 15:15:00,637.4000,637.5799,637.2600,637.3400,1569333
2025-07-25 15:00:00,637.1900,637.5000,637.1750,637.4000,1580013
2025-07-25 14:45:00,637.4200,637.5400,637.1900,637.1950,1330613
2025-07-25 14:30:00,637.3300,637.5099,637.3200,637.4200,814552
2025-07-25 14:15:00,637.3700,637.5300,637.2700,637.3300,1467537
2025-07-25 14:00:00,637.1320,637.4200,636.9700,637.3750,1265818
2025-07-25 13:45:00,637.2200,637.2900,637.1200,637.1315,779682
2025-07-25 13:30:00,637.0500,637.3600,637.0450,637.2150,1609715
2025-07-25 13:15:00,637.0000,637.1300,636.6700,637.0452,953863
2025-07-25 13:00:00,636.8450,637.0400,636.7150,637.0000,1979178
2025-07-25 12:45:00,636.7500,636.9600,636.6800,636.8450,1178325
2025-07-25 12:30:00,636.7600,636.9600,636.6000,636.7599,2325353
2025-07-25 12:15:00,636.3400,636.9300,636.1800,636.7600,2112269
2025-07-25 12:00:00,635.9300,636.4000,635.7900,636.3307,1551021
2025-07-25 11:45:00,635.6600,635.9900,635.6100,635.9300,929416
2025-07-25 11:30:00,636.0200,636.0800,635.6400,635.6600,2093435
2025-07-25 11:15:00,635.9100,636.0950,635.7250,636.0200,1242070
2025-07-25 11:00:00,635.8100,635.9400,635.7000,635.9000,1053589
2025-07-25 10:45:00,635.9500,636.1300,635.6700,635.8250,1733215
2025-07-25 10:30:00,635.4700,635.9900,635.2900,635.9550,1965085
2025-07-25 10:15:00,635.3051,635.6100,635.1500,635.4700,1444872
2025-07-25 10:00:00,635.2500,635.5700,634.8700,635.3050,2028102
2025-07-25 09:45:00,635.3000,635.6000,635.1300,635.2400,2282574
2025-07-25 09:30:00,635.0900,635.4900,634.8400,635.2993,2737635
2025-07-25 09:15:00,634.9500,635.4000,634.8600,635.0700,243409
2025-07-25 09:00:00,635.2400,635.3900,634.7700,635.0350,255815
2025-07-25 08:45:00,635.3700,635.3800,634.4200,635.2792,55400
2025-07-25 08:30:00,635.3200,635.5800,635.3200,635.3500,76937
2025-07-25 08:15:00,635.1300,635.5000,635.0808,635.3050,51078
2025-07-25 08:00:00,635.3200,636.4600,634.4105,635.1050,67050
2025-07-25 07:45:00,635.2700,635.2700,635.0000,635.1500,27792
2025-07-25 07:30:00,635.3300,635.3500,635.1500,635.2700,10266
2025-07-25 07:15:00,635.4400,635.4700,635.2200,635.3700,6401
2025-07-25 07:00:00,635.4700,635.5200,635.3100,635.4700,11538
2025-07-25 06:45:00,635.5000,635.5700,635.4000,635.4400,7898
2025-07-25 06:30:00,635.2200,635.5200,635.2100,635.4900,7906
2025-07-25 06:15:00,635.1800,635.3200,635.1200,635.2400,4604
2025-07-25 06:00:00,635.2700,635.3000,635.1400,635.1900,4419
2025-07-25 05:45:00,635.2500,635.3100,635.1500,635.3000,4431
2025-07-25 05:30:00,635.1700,635.3800,635.1700,635.2500,12523
2025-07-25 05:15:00,635.0600,635.2200,634.9200,635.2200,3939
2025-07-25 05:00:00,635.1800,635.2100,634.9400,634.9800,2214
2025-07-25 04:45:00,635.2400,635.3900,635.1500,635.1800,26373
2025-07-25 04:30:00,635.1600,635.3700,635.1300,635.2400,5801
2025-07-25 04:15:00,635.0700,635.1400,634.7100,635.1400,10044
2025-07-25 04:00:00,635.0900,635.3800,634.9500,635.0600,18048
2025-07-24 20:00:00,634.4200,634.4200,634.4200,634.4200,774311
2025-07-24 19:45:00,635.3300,635.5000,635.3300,635.4400,8216
2025-07-24 19:30:00,635.1007,635.3600,635.0500,635.3350,3475
2025-07-24 19:15:00,635.2100,635.2494,635.0600,635.1100,5750
2025-07-24 19:00:00,635.2500,635.3600,635.1800,635.2100,11239
2025-07-24 18:45:00,635.3900,635.4100,635.2600,635.2900,10052
2025-07-24 18:30:00,634.4200,635.4900,634.4200,635.4090,788051
2025-07-24 18:15:00,635.3200,635.5900,635.2900,635.4900,19405
2025-07-24 18:00:00,635.0000,635.3300,634.7800,635.3300,28313
2025-07-24 17:45:00,634.9800,635.0000,634.7700,634.9650,3128
2025-07-24 17:30:00,635.0000,635.0300,634.9200,635.0000,4338
2025-07-24 17:15:00,635.0000,635.0900,634.9500,634.9900,18180
2025-07-24 17:00:00,634.9400,635.0200,634.4200,635.0100,216663
2025-07-24 16:45:00,634.8800,635.0607,531.6800,634.9250,34967
2025-07-24 16:30:00,634.7600,635.0500,582.5800,634.9295,272265
2025-07-24 16:15:00,634.7200,635.2392,591.2500,634.7650,696432
2025-07-24 16:00:00,634.4400,635.2310,633.8406,634.7300,6617211
2025-07-24 15:45:00,635.0850,635.1700,634.2500,634.4300,11747917
2025-07-24 15:30:00,635.4750,635.5750,634.8450,635.0800,3297376
2025-07-24 15:15:00,635.4300,635.7550,635.3000,635.4718,2276093
2025-07-24 15:00:00,635.2200,635.5250,635.1300,635.4300,1683961
2025-07-24 14:45:00,635.4100,635.4300,634.6900,635.2299,3044516
2025-07-24 14:30:00,635.7850,635.9300,635.3700,635.4100,1964487
2025-07-24 14:15:00,635.8500,635.9500,635.5600,635.7800,2645633
2025-07-24 14:00:00,635.2500,636.1500,635.2300,635.8550,3075815
2025-07-24 13:45:00,635.2650,635.5200,635.1250,635.2450,1225124
2025-07-24 13:30:00,635.3800,635.5883,635.2200,635.2650,1078228
2025-07-24 13:15:00,635.8400,635.9800,635.3618,635.3800,1364066
2025-07-24 13:00:00,634.8800,635.8650,634.7600,635.8350,1847287
2025-07-24 12:45:00,634.9600,635.0100,634.6300,634.8850,1322971
2025-07-24 12:30:00,634.5700,635.0200,634.4500,634.9600,1857310
2025-07-24 12:15:00,634.7800,635.0799,634.2800,634.5650,2200042
2025-07-24 12:00:00,635.5300,635.5800,634.7500,634.7900,1824527
2025-07-24 11:45:00,635.4300,635.7300,635.2900,635.5400,1246117
2025-07-24 11:30:00,635.5250,635.6150,635.2500,635.4300,1388134
2025-07-24 11:15:00,635.8200,635.8900,635.3900,635.5250,1619479
2025-07-24 11:00:00,635.5200,635.8900,635.4800,635.8200,2011947
2025-07-24 10:45:00,635.1601,635.6200,635.1200,635.5100,1831964
2025-07-24 10:30:00,634.8200,635.2378,634.7300,635.1700,1628088
2025-07-24 10:15:00,634.3100,634.8900,634.0700,634.8200,2090741
2025-07-24 10:00:00,635.1100,635.3400,634.2300,634.3050,2852117
2025-07-24 09:45:00,634.5600,635.3900,634.4900,635.0650,2873565
2025-07-24 09:30:00,634.6000,634.9100,633.9900,634.5800,3857920
2025-07-24 09:15:00,634.0500,634.6500,633.8400,634.5900,264539
2025-07-24 09:00:00,634.1900,634.2500,633.9000,634.0400,189776
2025-07-24 08:45:00,633.8300,634.2400,633.5201,634.1700,166674
2025-07-24 08:30:00,634.6600,634.6600,633.8100,633.8500,152333
2025-07-24 08:15:00,634.7725,634.8000,634.1900,634.5100,57839
2025-07-24 08:00:00,634.3100,635.0300,633.8000,634.7500,168330
2025-07-24 07:45:00,634.8600,634.8700,634.6600,634.7800,14650
2025-07-24 07:30:00,634.6600,635.0300,634.6100,634.8400,41545
2025-07-24 07:15:00,634.4100,634.7500,634.4100,634.6900,10237
2025-07-24 07:00:00,634.2700,634.4500,634.1900,634.4000,40939
2025-07-24 06:45:00,634.2600,634.2900,634.1100,634.2500,3817
2025-07-24 06:30:00,634.1500,634.2800,633.9800,634.2500,6799
2025-07-24 06:15:00,634.4600,634.5400,634.1300,634.1300,5229
2025-07-24 06:00:00,634.7300,634.8400,634.4700,634.4700,8774
2025-07-24 05:45:00,634.6200,634.8100,634.6000,634.7500,3306
